file,bucket,symbol,kind,disposition,target_domain,source_line,notes
AppViewModel+Broadcasting.swift,mixed,maybeOfferSaveBroadcastGamertag,policy,client,n/a,441,"DECIDED (client, confirmed) -- decides whether to pop a 'save this gamertag?' prompt after the broadcaster authenticates, gated on session-only dedup state (already-asked-this-session, first-run-initiation-in-progress). That dedup state has no meaning persisted server-side or shared across clients -- it's definitionally per-UI-session. Confirmed client, not reopened."
ConsoleManager.swift,mixed,ConsoleLineParser (parse / inferLevel / inferTag / sanitizeTag / isDisplayableTag / looksLikePackageIdentifier / humanizeTagComponent / extractBracketTokens / looksLikeTimestampToken / isLikelyAutoResponseLine),parser,agent,console,289,"Pure, stateless line parser (deliberately non-isolated so a whole batch can be parsed off-main): classifies a raw console line's level (ERROR/SEVERE/WARN/INFO/exception-detected -> error) and tag (extracts bracketed tokens, skips timestamp-shaped and level-name tokens, collapses dotted package identifiers like 'com.papermc.paper.Foo' down to the first non-generic component and humanizes it, caps tag length at 28), and decides isAuto status either from an explicit '[Auto ->' marker or by matching known TPS/tick-query/player-count reply shapes within a time window of the last auto-issued command. This is verbatim the deletion test's 'Console log parsing -> Agent' example."
ConsoleManager.swift,mixed,"ConsoleManager buffer & auto-attribution state (entries, appendRaw, appendParsedBatch, appendChatMessages, clearEntries, markAutoCommand, trimIfNeeded, parseContext, maxEntries/trimSlack)",workflow,agent,console,137,"Owns the canonical console log buffer: appends single lines or off-main-parsed batches, maintains a capped chat-feed derived stream, and amortizes buffer trimming (only shifts once the buffer exceeds maxEntries+trimSlack, not on every line) so an O(n) front-shift doesn't run per-line during a mod-loading burst. Also owns lastAutoCommandAt, the state ConsoleLineParser needs for auto-attribution, exposed as a Sendable snapshot (parseContext) for background parsing. This buffer is the single source of truth any client would read from -- agent, not per-view state."
ConsoleManager.swift,mixed,passesFilter / matchesTabPreset / isCoreServerTag,policy,agent,console,227,"Defines what qualifies for each console tab: Controller (source==.controller), Commands (tag=='command'), Warnings (level warn/error, or raw text containing ' exception'/'java.lang.'/'at ' -- catches stack traces that aren't tagged WARN), Server (source==.server and tag is one of a fixed core-tag set: bootstrap/minecraftserver/paper/server/main), Plugins (source==.server and tag is anything NOT in that core set). This classification scheme is reusable business logic any client's console view would want consistently, distinct from the raw parsing above -- agent."
ConsoleManager.swift,mixed,tab / searchText / selectedSources / selectedLevels / selectedTags / hideAuto / resetFilters / setSource / setLevel / setTag / autoSelectTab / recomputeFilteredEntries / appendMatchingToFiltered / knownTags / isAnyAdvancedFilterActive,policy,client,n/a,35,"DECIDED (client, confirmed) -- the live filter/tab UI state (selected tab, search text, checked sources/levels/tags) plus the auto-switch-to-matching-preset policy. Every other MSC 2 client (CLI, web, iOS) can filter an already-delivered console buffer locally just as well as the agent could pre-filter it; agent-side filtering as a bandwidth optimization for thin clients is a real *future option*, not a reason to move ownership today -- it would be additive, not a disposition change. Confirmed client."
AppViewModel+AddonUpdates.swift,mixed,resolveAddonUpdates / mergeDiscoveredLinks,workflow,agent,addon-updates,23,"Resolve-once-with-cache wrapper around the pure AddonUpdateResolver: no-ops when the cached plan is already current for this server and force==false (so calling it on every Components-tab appear is cheap), otherwise resolves and merges resolver-discovered links into the persisted config. The merge itself is a real policy: never overwrite a user's manually-linked title/provenance, but always refresh the installed-file bookkeeping (version/filename/hash) and refill clientSide/serverSide from Modrinth if the user's link didn't have them. Agent."
AppViewModel+AddonUpdates.swift,mixed,updateAddon / updateAddons / applyAddonUpdate,workflow,agent,addon-updates,81,"The core install/update pipeline: downloads the target Modrinth version's primary file, preserves the add-on's enabled/disabled state by mirroring the '.disabled' filename suffix onto the new file, removes the old jar when the filename changed, computes and persists the new SHA-512, and pulls newly-required dependencies. updateAddons sequences this dependency-aware batch over multiple selected items with one refresh at the end. Real download+install+state-preservation workflow -- agent."
AppViewModel+AddonUpdates.swift,mixed,manuallyLinkAddon,workflow,agent,addon-updates,118,"Associates a user-picked Modrinth project with an unlinked installed file (provenance .userLinked, so mergeDiscoveredLinks above won't overwrite it), persists, and re-resolves so update status appears. Agent."
AppViewModel+AddonUpdates.swift,mixed,repairIncompatibleAddon,workflow,agent,addon-updates,221,"Repairs an 'incompatible version' startup problem: identifies the Modrinth project via the persisted AddonLink first, falling back to hashing the installed file and looking it up by SHA-512; finds the best version compatible with the server's loader + Minecraft version; downloads it preserving the disabled-suffix convention from applyAddonUpdate; removes the old jar; and pulls newly-required dependencies. Agent."
AppViewModel+AddonUpdates.swift,mixed,installMissingDependency,workflow,agent,addon-updates,293,"Repairs a 'missing dependency' startup problem: since the dependency isn't installed, its identity can only come from the known-alias table + a Modrinth search (the hash/persisted-link rungs don't apply -- there's no file yet), with a fallback chain (canonical-slug match -> normalized-slug match -> title match -> first hit) before installing via the shared install path. Agent."
AppViewModel+AddonUpdates.swift,mixed,startupProblemModrinthHit,policy,agent,addon-updates,337,"FLAG -- a documented four-tier identity-resolution ladder for 'View on Modrinth': (a) installed file's SHA-512 -> Modrinth version -> project (most authoritative), (b) a persisted AddonLink matched by filename, (c) the known-alias table trusted as a real slug, (d) a Modrinth search on the canonical query, with a bare-canonical-slug floor so the UI always has something to open. repairIncompatibleAddon and installMissingDependency each reimplement a similar-but-not-identical ladder rather than calling this one -- likely organic drift worth consolidating into one shared resolver during the Rust port."
AddServerWizardView.swift,mixed,performScan,workflow,agent,server-import,2132,"Extracts a dropped/browsed .zip via a /usr/bin/ditto subprocess into a temp dir (avoids /usr/bin/unzip's mode-000 quirk on user files), unwraps a single-root-folder zip layout, then hands the resolved directory to scanServerDirectory for detection. The zip-staging + unwrap logic is real import workflow the agent must reproduce even though the actual directory scan is implemented elsewhere."
AddServerWizardView.swift,mixed,handleImportDrop,policy,agent,server-import,2230,"Classifies a dropped/browsed file as a modpack (.mrpack, or .zip sniffed via AppViewModel.readCurseForgeMetadata) vs an existing-server import, then dispatches to processModpackURL or performScan accordingly. This classification decision belongs to server-installation detection, not UI."
AddServerWizardView.swift,mixed,processModpackURL,workflow,agent,modpack-import,2350,"Given a staged .mrpack/CurseForge .zip/folder/plain-zip, pins the wizard's flavor+category+version from parsed pack metadata (readMrpackMetadata / readCurseForgeMetadata, defined elsewhere), stages the item(s) in stagedAddOns for install-after-creation, and derives status text. The staging decision workflow -- what to do with parsed metadata -- lives here even though the parsers themselves are elsewhere."
AddServerWizardView.swift,mixed,crossPlayJarsPresent / downloadCrossPlayIfNeeded,workflow,agent,components,2269,"Idempotency-checked component provisioning: scans the plugin template dir for geyser+floodgate jar name patterns, and if enabling cross-play with jars missing, downloads both (via viewModel.downloadLatestGeyserTemplate/FloodgateTemplate) then re-verifies presence to report success/failure. Component-installation-detection domain."
AddServerWizardView.swift,mixed,downloadXboxBroadcastIfNeeded,workflow,agent,xbox-broadcast,1070,"Guards on viewModel.isXboxBroadcastHelperInstalled before triggering downloadOrUpdateXboxBroadcastJar -- an idempotency check on top of an agent-owned download, same pattern as the cross-play row above."
AddServerWizardView.swift,mixed,canAdvance / advanceStep / beginCreate (UI orchestration),none,client,n/a,1826,"DECIDED (client, confirmed) -- canAdvance/advanceStep are wizard step-navigation gating and tour sync (client, per the window/navigation-state table row). beginCreate marshals UI @State into calls on AppViewModel.createNewServer/importExistingServer/createNewBedrockServer (defined outside this file, already agent-owned via the existing POST /servers/create etc. routes) -- choosing .template vs .downloadLatest jarSource from a UI toggle is a straightforward selection among calls those routes already validate server-side, not new domain logic requiring its own agent-side 'resolve creation parameters' step. Confirmed client."
AppViewModel.swift,mixed,init() tokenProvider closure,policy,agent,remote-api-auth,516,"Builds the Remote API's valid-token map: owner token from Keychain plus remoteAPISharedAccess entries filtered by isExpired, mapped to admin/guest/named permission roles. This is the pairing/token-lifecycle security policy the table calls out as Agent-owned explicitly."
AppViewModel.swift,mixed,init() status/performance/players/allowlist/sessionLog/serverConnectionInfo/configServers providers,workflow,agent,remote-api,543,"The closures wired into RemoteAPIServer that shape the actual GET-endpoint response DTOs: Bedrock-vs-Java branching for PID/dockerContainerRunning, players-list sourcing note for Bedrock (console-log-derived), allowlist entry mapping, connection-info host/port resolution via previewBroadcastHost. This *is* the agent's local HTTP API contract the Rust port must replicate route-for-route."
AppViewModel.swift,mixed,init() componentsProvider closure,workflow,agent,components,707,Component-version-detection workflow: resolves installed Paper version via sidecar -> filename parse -> jar presence; scans plugins/ for Geyser/Floodgate jar names + parses trailing build numbers; fetches latest metadata concurrently; computes per-component up-to-date status; branches on installStep flavors (Forge/NeoForge args-file check) vs single-jar flavors.
AppViewModel.swift,mixed,init() updateComponentProvider closure / renamedJar,workflow,agent,components,876,"Download-and-apply component-update workflow for paper/geyser/floodgate: downloads latest, writes the Paper version sidecar, and renames the jar file to reflect the new build number via renamedJar (line 1584) -- a small filename parser that swaps the trailing numeric build suffix."
AppViewModel.swift,mixed,javaBackend.onDidTerminate / bedrockBackend.onDidTerminate,workflow,agent,server-lifecycle,1142,"Process-termination orchestration run on every server exit: captures initiation context before it's wiped, resets running-state/metrics, stops broadcast/auto-backup, fires stop notifications, calls diagnoseUnexpectedStop + crash-loop-guarded auto-restart scheduling (skipped during initiation passes), writes last_startup_result.json on an unclean stop, creates the initial world slot if needed, and routes initiation completion. Bedrock and VM-Bedrock share the same handler."
AppViewModel.swift,mixed,drainConsoleBatch / commitConsoleBatch / LineAccumulator,parser,agent,console,1317,"The console ingestion pipeline: a thread-safe line buffer fed from the backend's readabilityHandler thread, drained on a burst-adaptive cadence (100ms normal / 250ms during floods of >=100 pending lines), parsed off-main via ConsoleLineParser + ANSI stripping + ChatFeedParser, then committed on the main actor running the per-line side-effect scan (handleServerOutputLine) before appending to the console."
AppViewModel.swift,mixed,checkSVCTunnelMismatch / clearSVCPromptPrefs,policy,agent,voice-chat,1488,"Detects a genuine misconfiguration -- playit tunnel enabled, Simple Voice Chat plugin installed, but its voice tunnel not enabled, and the prompt not yet dismissed -- to gate a one-time alert. Config-correctness policy, not just UI state."
AppViewModel.swift,mixed,logAppMessage / noteCreation / replayCreationConsole / clearConsole,workflow,agent,console,1511,"Routes app-generated log lines into the console + Remote API SSE feed. noteCreation additionally buffers creation-time output so it survives the console-clear that happens on server selection, replaying it into the newly created server's console afterward -- real log-continuity behavior, not pure forwarding."
AppViewModel.swift,mixed,selectedServer didSet,workflow,agent,server-selection,104,"DECIDED (agent) -- the ordered sequence of state reloads on active-server switch: persists the new activeServerId, resets live metrics, reloads backups/world slots/resource packs/session log/player profiles/EULA/Geyser config/server settings/components snapshot/health cards, clears console, checks SVC mismatch. Most called methods forward to logic covered elsewhere, but the ordering itself -- e.g. console cleared before the SVC-mismatch check runs against it, avoiding a stale-console read -- is real sequencing behavior a headless agent's own 'switch active server' operation must reproduce for internal consistency, regardless of which client triggered the switch. Decided agent."
WorldSlotManager.swift,mixed,loadExplicitActiveSlotID / setActiveSlotID / resolvedActiveSlotID / activeSlot,policy,agent,worlds,105,"Resolves which world slot is ""active"" via a fallback chain: explicit active_slot_id.txt marker -> most-recently-played slot -> newest-created slot. Real resolution policy, not just a getter."
WorldSlotManager.swift,mixed,currentLevelName / sanitizedWorldLevelName / inferJavaLevelName / inferredWorldLevelName / worldFolderNames,parser,agent,worlds,154,"Derives and sanitizes the world level-name across Java/Bedrock. sanitizedWorldLevelName strips characters BDS itself strips when turning level-name into a folder name (notably '='), preventing a properties-vs-disk mismatch for base64-ish Realm-export names. inferJavaLevelName shells out to /usr/bin/unzip -Z -1 to list a slot zip and infer the root world folder, filtering _nether/_the_end suffixes and __MACOSX."
WorldSlotManager.swift,mixed,loadSlots / saveMetadata / WorldSlot model / slot path helpers,workflow,agent,worlds,276,"Reads every slot.json under world_slots/ (ISO8601 dates, tolerant of a corrupt individual slot), stat's zip size cheaply, sorts newest-first. saveMetadata encodes+writes atomically. Defines the on-disk layout (world_slots/{slotId}/{world.zip,slot.json,thumbnail.*}) the Rust port must replicate."
WorldSlotManager.swift,mixed,saveThumbnail,workflow,agent,worlds,346,"DECIDED (agent) -- resizes an NSImage to <=800x450 preserving aspect, JPEG-encodes at 0.82 quality, writes thumbnail.jpg, updates+saves slot metadata. The deletion-test table's 'avatar cropping -> client' example is about interactive, user-driven cropping; this is a fixed, deterministic resize+encode step over an image that's persisted as part of the WorldSlot record the agent already owns and serves via the API. A deterministic transform with no interactive UI belongs next to the data it's stored with, not duplicated in every client. Decided agent -- not a client concern."
WorldSlotManager.swift,mixed,createSlot / updateSlotFromCurrentWorld,workflow,agent,worlds,391,"Zips the current world folder(s) via /usr/bin/zip -r into a new or existing slot's world.zip (update path zips to a temp file then atomically replaces, so a failed zip never corrupts the existing archive), then writes/refreshes slot metadata."
WorldSlotManager.swift,mixed,createFreshWorldSlot / applyWorldIdentity,policy,agent,worlds,549,"Creates a slot record with no backing archive (a placeholder that generates on first activation), sanitizing the requested name into a safe level-name. applyWorldIdentity writes level-name (and optionally seed) into server.properties (Java) or raw Bedrock properties, branching per server type."
WorldSlotManager.swift,mixed,activateSlot,workflow,agent,worlds,652,"The core world-switch operation: optional pre-activation safety backup (aborts on failure so the live world is never touched), removes current world folder(s), extracts the slot's zip via /usr/bin/unzip -o, relocates world files if they landed at worlds/ root instead of worlds/<levelName>/ (a legacy-zip-layout compatibility fix), or for a fresh (archive-less) slot applies world identity/seed instead; finally persists lastPlayedAt and the active-slot marker. Must-preserve step ordering."
WorldSlotManager.swift,mixed,renameSlot / deleteSlot / duplicateSlot / copySlotIntoExisting / exportSlotZIP / createSlotFromZIP,workflow,agent,worlds,786,"CRUD + copy/export/import operations on slots: duplicate assigns a fresh UUID and copies world.zip; copySlotIntoExisting overwrites a destination's world data via a temp-file-then-atomic-move pattern while preserving the destination's id/name; createSlotFromZIP imports an external zip verbatim, inferring level-name (Java: NBT-based zip inspection; Bedrock: current live level-name) and seed via importedWorldMetadata."
WorldSlotManager.swift,mixed,"NBT parsing engine + level.dat metadata extraction (NBTReader, parseNBTRoot, extractSeedString/Difficulty/Gamemode/DayTime, importedWorldMetadata*, readAdjacentBackupMetadata, firstLevelDatPath, unzipMemberData, gunzipData, runProcess)",parser,agent,worlds,1129,"A from-scratch minimal NBT binary-format parser (big-endian for Java's gzip'd level.dat, little-endian with an 8-byte header for Bedrock's raw level.dat) supporting all NBT tag types, used to extract world seed/difficulty/gamemode/day-time by walking several known key paths with fallbacks. Reads level.dat either from a live folder or by extracting a single member from a zip via /usr/bin/unzip -p + /usr/bin/gunzip subprocess calls (with a documented pipe-drain-before-wait ordering to avoid a deadlock on large level.dat files). Also reads an adjacent .meta.json sidecar for a backup-sourced seed. This is a genuinely substantial parser that must be ported faithfully."
SetupWizardView.swift,mixed,checkJavaOnPath,workflow,agent,java-runtime,1329,"Runs /usr/bin/which java as a subprocess and parses its stdout to detect an installed Java on PATH, falling back to notFound. Server-installation/prerequisite detection, not UI."
SetupWizardView.swift,mixed,checkTailscale,policy,agent,tailscale,1388,"Checks a fixed list of candidate paths (Tailscale.app, homebrew/local bin paths) for Tailscale's presence via FileManager.fileExists. Prerequisite-detection policy."
SetupWizardView.swift,mixed,(rest of file),none,client,n/a,95,"Everything else in SetupWizardView is page navigation state, form field bindings, and presentation (accent-color picker, feature bullets, summary rows). prefill()/applyAndDismiss() just read/write config fields and forward to viewModel.applyInitialSetup (defined elsewhere) -- one-line-ish glue, not separately ledgered."
AppViewModel+HealthCards.swift,mixed,refreshHealthCards / refreshHealthCardsForSelectedServer / buildJavaCards / buildBedrockCards / currentPortCheckContext,workflow,agent,health-diagnostics,19,Entry point that fans out to 6 concurrent per-server diagnostic checks (different sets for Java vs Bedrock) and publishes the results array.
AppViewModel+HealthCards.swift,mixed,checkDirectory,policy,agent,health-diagnostics,156,"Server-directory existence + read/write-permission check, classified red/yellow/green."
AppViewModel+HealthCards.swift,mixed,checkJavaRuntime / javaSearchPaths / resolveJavaHomeOutput / extractJavaVersion / parseJavaMajorVersion / runProcess,parser,agent,java-runtime,190,"Searches a priority-ordered candidate list (configured path, JAVA_HOME env, /usr/libexec/java_home output, then ~15 hardcoded JDK install locations), runs `java -version` on the first hit via a generic subprocess-with-timeout runner, regex-parses the version string, and handles the old ""1.x"" major-version format. Classifies red/yellow/green against a Java-21 minimum. Directly matches the deletion-test table's own example domain."
AppViewModel+HealthCards.swift,mixed,checkVMRuntimeForHealthCard,policy,agent,bedrock-vm,259,Checks VZVirtualMachine.isSupported to gate whether the built-in Bedrock VM backend can run on this Mac.
AppViewModel+HealthCards.swift,mixed,checkComponentJars / jarVersionsMatchForHealth / jarBuildNumberForHealth,policy,agent,components,292,For installStep flavors (Forge/NeoForge) checks the generated args file plus mod count; otherwise checks Paper-family jar presence and compares each installed component's local vs online version (build-number-aware comparison) to classify red/yellow/green with per-component detail lines.
AppViewModel+HealthCards.swift,mixed,checkBedrockComponents,policy,agent,components,402,Checks the bedrock_server binary is executable and reads a version marker file (.msc_bds_version) for the installed-version display string.
AppViewModel+HealthCards.swift,mixed,checkRAMAllocation,policy,agent,server-settings,433,"Validates configured max-RAM against physical RAM: red if 0 or exceeding physical, yellow above 80% of physical, else green. Settings-validation policy per the deletion test's own example row."
AppViewModel+HealthCards.swift,mixed,checkBedrockWorldData,policy,agent,worlds,471,"Checks worlds/ directory existence/emptiness, distinguishing ""never started"" (gray, expected) from ""should exist but doesn't"" (red)."
AppViewModel+HealthCards.swift,mixed,checkPortReachability / queryServerStatus / probeLocalPort / portCheckRecord read+write / portResultLocalOnly,workflow,agent,connectivity,537,"Two-stage reachability check: a local TCP/UDP loopback probe via NWConnection (with UDP's inherent statelessness handled via a best-effort ambiguity-accepting timeout), then an external check against the mcsrvstat.us status API to validate router/NAT forwarding from the internet side. Handles a 45s boot-grace window, a UDP connected-player fallback heuristic, and persists a last-known-good result to {serverDir}/last_port_check.json so an idle server doesn't look broken."
AppViewModel+HealthCards.swift,mixed,checkLastStartup / writeLastStartupResult,parser,agent,startup-diagnostics,852,"Reads/writes last_startup_result.json, classifying a clean start with soft-fail add-on problems (yellow) vs a genuine failure with fatal errors (red, offering ""Diagnose"" when add-on problems were attributed) vs warnings-only (yellow)."
AppViewModel+HealthCards.swift,mixed,connectivitySnapshot,workflow,agent,connectivity,1022,"Implements what is effectively a GET /connectivity endpoint: resolves the effective public join address by priority (playit tunnel -> DuckDNS -> public IP), reuses probeLocalPort + queryServerStatus, folds in playit/broadcast state, and returns a rich status/severity/headline/detail DTO (offline/starting/unreachable/reachable/unknown) with a UDP connected-player fallback. The status-code vocabulary and method priority order here is API-contract-defining and must be replicated exactly."
AppViewModel+ServerControls.swift,mixed,isFirstRun / hasGeneratedWorldOnDisk,policy,agent,server-lifecycle,24,"Determines whether the next start should run the ""Initiate"" (first-run) flow, using hasShownFirstStartPopup as authoritative with a fallback heuristic for imported/legacy servers: presence of generated world data (level.dat, or a Bedrock db/ folder) on disk. Deliberately ignores hasEverStarted/logs/libraries since a crashed first run also produces those."
AppViewModel+ServerControls.swift,mixed,startServer,workflow,agent,server-lifecycle,77,"The core start-server workflow: EULA gate, backend selection (Java/Docker-Bedrock/VM-Bedrock), a non-blocking Java-version compatibility preflight warning, backend.start(), health-card refresh, resource-pack host bring-up, an SVC port-forwarding prompt gate, notification firing (suppressed during first-run), full metrics/TPS-history reset, spark-mod detection, the 5s metrics-timer poll loop (resource usage, Bedrock player sampling, then players/TPS/world-time/health once ready), and first-run branching that marks hasEverStarted, begins the Initiate run, and builds a platform/flavor-specific first-start message -- vs. normal-run branching that starts broadcast/playit/auto-backup."
AppViewModel+ServerControls.swift,mixed,stopServer,workflow,agent,server-lifecycle,263,"Stops metrics/auto-backup timers, broadcast, playit, and the resource-pack host; triggers a stop-time auto-backup if enabled; sends the stop command; refreshes health cards."
AppViewModel+ServerControls.swift,mixed,sendCommand / sendQuickCommand / sendBackupCommand,policy,agent,commands,325,"Dispatches a command to the active backend with a Java/Bedrock protocol adaptation: BDS's console rejects a leading '/', so it's stripped automatically for Bedrock targets. Origin-tagged (user/auto/silentAuto) to control console-line visibility and auto-command marking. sendBackupCommand is the same path without a blocking error alert, used by the backup save-pause protocol."
AppViewModel+ServerControls.swift,mixed,refreshPlayersAndTps / serverHasSparkMod,policy,agent,tps-polling,380,Selects the TPS poll command by capability priority: loader-native (Paper/Forge/NeoForge `tps`) -> `/spark tps` if the spark mod is bundled (detected via a mods/ directory scan for spark-*.jar) -> vanilla `/tick query` -> skip entirely rather than spam an unsupported-command error. Arms a silent-consume flag so the auto-poll's spark reply block never reaches the visible console.
AppViewModel+ServerControls.swift,mixed,sampleBedrockPlayerActivity / refreshWorldTime / refreshFeaturedPlayerHealth / clearLiveWorldTime,workflow,agent,live-polling,428,"Bedrock has no auto `list` poll, so a periodic player-count sample keeps the Performance chart from sitting on a placeholder. refreshWorldTime issues two `time query` variants per poll cycle (self-healing against Paper 1.21.4+'s response-format change, handled by parseWorldTime elsewhere) to derive day/time-of-day."
AppViewModel+ServerControls.swift,mixed,applyDifficulty / applyGamemode / setWhitelistEnabled / runSaveAll / runReload / setTimeOfDay / setWeather / kickPlayer / opPlayer / deopPlayer / setGamemode(forPlayer:) / messagePlayer / teleportPlayer / whitelistPlayer,policy,agent,commands,475,"The quick-commands layer translating a UI action into the correct Java-vs-Bedrock console protocol: allowlist vs whitelist command names, save hold/resume vs save-all (BDS has no save-all), reload sent only on Java (no plugin system on Bedrock). op/deop on Bedrock bypass the console entirely and instead edit permissions.json by XUID via BedrockPropertiesManager, since Bedrock consoles don't support op/deop commands."
AppViewModel+ServerControls.swift,mixed,bedrockXUID / isBedrockOperator / loadBedrockAllowlistIfNeeded / addToBedrockAllowlist / removeFromBedrockAllowlist,workflow,agent,bedrock-allowlist,633,"Resolves a Bedrock player's XUID via a fallback chain (online list -> in-memory allowlist -> on-disk allowlist), then manages allowlist.json writes plus a live `allowlist reload` command when the server is running."
AppViewModel+ServerControls.swift,mixed,startAutoBackupTimer / stopAutoBackupTimer / setAutoBackupEnabled / setAutoBackupInterval / setAutoBackupMaxCount,workflow,agent,backups,761,"Schedules a repeating Timer that fires createAutoBackupForServer, but skips the backup entirely when no players are online (real policy, not just plumbing) and can be live-reconfigured (interval/enabled) while the server is running."
AppViewModel+ServerControls.swift,mixed,scheduleAutoRestartIfNeeded,policy,agent,server-lifecycle,835,"Crash-loop-guarded auto-restart: a rolling 10-minute window capped at 3 attempts (posting a red health card and giving up beyond that), a 10s delayed restart with re-validation guards (server selection unchanged, not already running), and a skip when the startup-crash analyzer attributed the failure to add-on problems (restarting into the same mod crash is noise the repair UI should handle instead)."
AppViewModel+ServerControls.swift,mixed,"Initiation two-pass orchestration (InitiationTerminationContext, captureInitiationTerminationContext, routeInitiationAfterTermination, initiationNeedsPass2, beginInitiationProgress, startInitiationPass2, scheduleInitiationPlayitWatchdog, armInitiationBroadcastTechTimeout, scheduleInitiationSafetyCap, markInitiationPlayitReadyIfNeeded, markInitiationBroadcastReadyIfNeeded, skipInitiationPlayit, skipInitiationBroadcast, checkInitiationPass2Completion, presentInitiationCompleteSheet, offerPendingInitiationGamertagSaveIfNeeded)",workflow,agent,first-run-orchestration,899,"An intricate first-run state machine: pass 1 generates config files, then decides (via initiationNeedsPass2) whether transports need bringing up; pass 2 restarts the server with playit/Xbox-broadcast watchdogs each carrying their own hold-the-clock-until-signed-in + technical-timeout logic (playit ~75s, broadcast ~60s once authenticated), plus an absolute ~10min safety cap; completion requires every awaited transport resolved AND the server ready before auto-stopping. This entire sequencing and timeout structure is agent-owned behavior a headless agent's setup flow must reproduce, even though the final sheet-presentation calls are UI signals."
AppViewModel+Playit.swift,mixed,playitSecretKey / savePlayitSecretKey / removePlayitSecretKey,workflow,agent,playit,39,"Reads/writes the playit.gg secret key via Keychain, including a one-time migration from a legacy plain-text file. Matches the deletion test's ""pairing security and token lifecycle"" example almost exactly, for a third-party service credential."
AppViewModel+Playit.swift,mixed,javaPortForPlayit / bedrockPortForPlayit / voicePortForPlayit,policy,agent,playit,73,"Resolves which local ports need tunneling: Java from server.properties with a 25565 fallback, Bedrock from the configured bedrockPort (also covers Java+Geyser cross-play), Voice fixed at 24454 gated on the per-server voice-chat-tunnel toggle."
AppViewModel+Playit.swift,mixed,startPlayitIfNeeded / stopPlayitIfRunning,workflow,agent,playit,99,"Core tunnel lifecycle: ensures the playitd binary is downloaded/cached, writes the secret to a chmod-600 file, launches the daemon subprocess, wires its output/termination handlers, triggers an immediate + 5s-delayed address fetch, and ensures the voice tunnel. Falls back to showing the secret-key setup sheet if no key is configured yet."
AppViewModel+Playit.swift,mixed,handlePlayitContainerOutput / parseAgentId / parsePlayitClaimURL / parsePlayitTunnelAddress,parser,agent,playit,185,"Parses the playitd daemon's log stream: extracts the agent UUID from ""agent_id=..."" (persisting it once learned), flags unexpected claim URLs (shouldn't appear in the secret-key flow), and extracts the tunnel address using a ""tunnel setup"" precursor-line state flag plus known-domain matching (joinmc.link, auto.playit.gg, ply.gg). Direct instance of the deletion test's ""console log parsing"" row, just for a different subprocess's log."
AppViewModel+Playit.swift,mixed,savePlayitTunnelAddresses / fetchAndStorePlayitTunnelAddresses / fetchPlayitTunnelAddresses,parser,agent,playit,274,"Calls playit.gg's /tunnels/list REST API and parses the JSON response into Java/Bedrock/Voice addresses -- Java uses the assigned domain, Bedrock/Voice use the static IP (Xbox Broadcast's RakNet transfer packet needs a real IP, not a domain). On change, resyncs Xbox Broadcast (skipped during initiation pass 2 to avoid discarding an in-progress sign-in) and re-syncs Simple Voice Chat's voice_host."
AppViewModel+Playit.swift,mixed,createTunnelIfMissing,workflow,agent,playit,427,"Idempotent tunnel creation with a retry loop (~16 attempts) absorbing the API's transient AgentVersionTooOld/AgentNotFound responses while the daemon is still connecting, skipping entirely if a same-named tunnel already exists."
AppViewModel+Playit.swift,mixed,checkBedrockTunnelMissing,policy,agent,playit,459,"Detects playit-enabled + Bedrock-port-configured + no Bedrock tunnel address yet, to fire a one-time ""missing tunnel"" alert -- explicitly suppressed during initiation pass 2 since tunnels there briefly report pending before resolving."
AppViewModel+Playit.swift,mixed,applyVoiceChatHost / ensureVoiceTunnelIfNeeded,workflow,agent,voice-chat,478,"Writes the resolved tunnel address into Simple Voice Chat's voice_host (gated on SVC being installed). On start/agent-connect, checks whether the voice tunnel already exists (via the API) to sync, or logs that the user needs to sign in to create it -- creation itself needs a web session, not the read-only agent secret."
AppViewModel+Playit.swift,mixed,resetPlayitSetup,workflow,agent,playit,513,"Full local-state reset for re-testing/switching accounts: stops the tunnel, deletes the Keychain secret and on-disk secret file, clears stored addresses. Explicitly does NOT touch the server-side agent/tunnels."
AppViewModel+Playit.swift,mixed,setPlayitEnabled,workflow,agent,playit,526,"Toggles playit/voice-chat-tunnel flags per server, resets the SVC-mismatch-dismissed flag when voice turns off, and when voice chat is freshly enabled with an agent already online, decides whether to just sync (tunnel exists) or prompt sign-in (tunnel needs creating, which needs a web session)."
AppViewModel+Playit.swift,mixed,setupPlayitViaSignin,workflow,agent,playit,584,"The native account-linking workflow: signs in via the API, reuses an existing agent or claims a new one via a continuous claim-code-polling task racing an accept-with-retry loop (works around the API's WaitingForAgent state-propagation timing), exchanges for the permanent secret key, persists it, then creates Java/Bedrock/Voice tunnels as applicable. This is effectively the pairing/credential-establishment flow for a third-party tunneling service."
AppViewModel+Playit.swift,mixed,"PlayitAPI (signin, claimSetup, postWithSession, claimAccept, claimDetails, createTunnel, tunnelExists, claimExchange, generateClaimCode)",workflow,agent,playit,716,"The low-level REST client for playit.gg. postWithSession brute-forces four Authorization header formats (""session X"", ""agent-key X"", ""Bearer X"", raw) since the session-auth scheme isn't documented -- accepting whichever gets past an auth-type-error response. This probing behavior must be preserved verbatim in any port; getting it wrong silently breaks tunnel creation."
